Country Name,Attribute,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Communications, computer, etc. (% of service imports, BoP)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Fixed broadband subscriptions,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net (BoP, current US$)",GDP (current US$),Gini index,GNI (current US$),GNI (constant 2015 US$),Gross national expenditure (% of GDP),Individuals using the Internet (% of population),"Labor force participation rate for ages 15-24, total (%) (national estimate)",Labor force with advanced education (% of total working-age population with advanced education),Labor force with basic education (% of total working-age population with basic education),"Labor force, female (% of total labor force)","Literacy rate, adult total (% of people ages 15 and above)","Primary completion rate, total (% of relevant age group)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, tertiary (% gross)",Secure Internet servers,Secure Internet servers (per 1 million people),Urban population (% of total population),Urban population growth (annual %),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Fixed broadband subscriptions (per 100 people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Column1,Data from database: World Development Indicators,Last Updated: 11/13/2024
Country Name,2010 [YR2010],100,100,100,25.99,42.22,18.43,,,,,17033.62,0.55,46000,1.13,4585217036,1.15E+11,,1.25E+11,1.06E+11,63.68,61.4,,,,28.55,94,101.17,1,,236,80.18,100,5.15,,,1.56,,,3980000,135.19,,,
Country Name,2011 [YR2011],100,100,100,17.78,37.92,11.1,81.13,76.14,,,16023.47,0.54,47000,2.12,7513857824,1.54E+11,,1.63E+11,1.15E+11,52.68,65.77,,,,28.72,,100.38,0.99,,370,117.69,100,6.59,,,1.5,,,4930000,156.95,,,
Country Name,2012 [YR2012],100,100,100,17.86,41.77,13.42,,,,,15837.21,0.54,47000,1.65,3868720778,1.74E+11,,1.83E+11,1.22E+11,51.55,70.45,,,,28.61,96,96.2,1.04,,629,185.29,100,7.68,,,1.41,,,5100000,150.24,,,
Country Name,2013 [YR2013],100,100,100,26.04,60.33,21.83,,,,,14694.57,0.55,47000,0.82,15214373333,1.74E+11,,1.87E+11,1.26E+11,55.88,75.46,,,,28.53,96,95.1,1.03,,790,216.65,100,7.16,,,1.34,,,6410000,175.78,,,
Country Name,2014 [YR2014],100,100,100,26.49,54.39,21.72,100,100,,,15297.81,0.55,48000,0.3,12622103205,1.63E+11,,1.78E+11,1.28E+11,63.03,78.7,,,,28.05,,,1.04,54.02,956,254.15,100,3.11,,,1.31,,,7600000,202.04,,,
Country Name,2015 [YR2015],100,100,100,22.56,49.88,16.55,,,,,,0.56,55000,0.25,5154974475,1.15E+11,,1.27E+11,1.27E+11,91.17,82,24.46,,,26.18,96,,1.05,58.7,1276,326.45,100,3.84,,,1.43,,,7660000,196.09,,,
Country Name,2016 [YR2016],100,100,100,29.39,52.08,27.14,,,,,,0.67,101000,0.27,6110599562,1.09E+11,,1.22E+11,1.31E+11,100.89,85.6,25.56,72.73,79.36,25.23,,,,57.78,1575,389.07,100,3.5,,,2.53,,,7660000,189.21,,,
Country Name,2017 [YR2017],100,100,100,30.61,48.74,28,,,,,,0.67,118000,0.09,6925158962,1.21E+11,,1.39E+11,1.29E+11,95.45,98,,,,25.26,96,,,55.13,1964,476.13,100,1.88,,,2.83,98,98,7140000,173.07,,,
Country Name,2018 [YR2018],100,100,100,35.7,43.45,33.07,,,,,,0.67,104000,-0.02,2993147632,1.38E+11,,1.57E+11,1.32E+11,88.12,99.6,,,,24.52,96,,,52.11,1705,394.93,100,4.56,,,2.4,99.8,99.52,7100000,164.46,,,
Country Name,2019 [YR2019],100,100,100,28.44,58.81,24.52,,,,,,0.67,84600,0.37,4163565127,1.39E+11,,1.59E+11,1.34E+11,89.94,99.54,,,,24.31,,,,50.47,1844,415.21,100,2.83,,,1.9,99.58,99.52,7330000,164.98,,,
Country Name,2008 [YR2008],99.5,99.6,99.4,11.23,14.09,10.69,,,86.69,86.53,1378.72,0.78,19000,7.33,-377120091.4,5139958909,31.5,4933258865,,139.01,15.7,,,,45.05,,95.5,,44.1,,,35.29,0.94,3.3,0.6,0.36,,,3390000,63.49,,,
Country Name,2009 [YR2009],99.5,99.5,99.5,22.86,35.81,21.91,,,89.91,91.71,1323.72,0.64,17400,4.04,-189644600,4690061381,29.9,4508661415,,123.98,16,47.94,,,44.99,99,97.86,1.03,42.56,,,35.28,1.2,1.5,0.3,0.32,,,4490000,82.88,,,
Country Name,2010 [YR2010],99,98.9,99.1,25.44,45.78,24.59,,,93.77,93.53,1371.72,1.87,23100,9.86,-455152400,4794361863,30.1,4489261605,4937184858,130.12,16.3,54.71,,,44.98,,96.76,0.99,41.19,10,1.84,35.31,1.26,3.5,1,0.42,,,5280000,96.2,,,
Country Name,2011 [YR2011],98.3,97.8,99.3,19.99,37.45,19.27,,,,93.92,1649.26,1.83,39000,11.06,-689582900,6197765984,27.8,5538865999,4992813394,127.1,17.5,53.41,80.01,31.13,44.6,,96.53,1,40.95,8,1.45,35.35,1.35,1.3,0.2,0.7,,,6280000,113.05,,,
Country Name,2012 [YR2012],99.8,99.8,99.8,23.06,36.19,22.54,,,95.26,94.59,1809.1,2.6,54600,3.95,-277059600,6605142884,27.4,6435842810,5417656517,150.87,19.8,48.85,80.16,30.48,43.93,,95.62,0.99,43.04,38,6.78,35.42,1.87,2.6,0.7,0.96,,,6800000,120.7,,,
Country Name,2013 [YR2013],98.9,98.9,99,17,30.87,16.18,,,93.88,90.09,1887.02,3.24,136000,8.34,-619062900,7335033801,28.8,6912033443,5838494665,149.53,23,50.13,75.74,30.63,43.2,,97.46,1,46.14,44,7.69,35.52,2.25,2.6,0.4,2.35,,,6740000,117.8,,,
Country Name,2014 [YR2014],99.8,99.7,99.9,17.8,34.59,16.96,,,99.28,86.67,1941.22,3.11,171000,4.59,-230435500,7468102413,26.8,7159302171,6165038520,150.23,28.3,46.91,76.61,31.24,43.74,,99.49,1,44.06,82,14.05,35.64,2.34,1,0.2,2.89,,,7560000,130.08,,,
Country Name,2015 [YR2015],98.7,98.7,98.7,17.26,25.61,16.34,,98.17,99.69,84.32,,3.69,212000,17.13,-1009094000,6678177512,29,6417477544,6417477544,142.97,30.25,46.21,76.27,31.4,43.61,,103.97,1,44.67,136,22.83,35.78,2.46,2.2,0.4,3.52,,,7580000,128.14,,,
Country Name,2016 [YR2016],99.7,99.8,99.5,14.62,27.5,13.61,,,99.58,82.23,,3.68,241000,9.09,-578968800,6813095379,26.8,6455295205,6599787808,134.17,40.5,44.94,76.07,31.18,43.18,,99.48,0.99,43.4,257,42.27,35.94,2.5,1.1,0.2,3.94,,,7610000,126.51,,,
Country Name,2017 [YR2017],100,100,100,16.63,18.81,15.28,,,99.78,85.09,,2.74,258000,-1.39,78143900,7702938379,27.3,7331338207,6933191581,132.11,50.8,42.26,76.59,30.44,41.94,,97.37,1,41.28,639,103.09,36.14,2.46,1.3,0.2,4.15,,,8470000,138.34,,,
Country Name,2018 [YR2018],100,100,100,14.03,15.48,12.5,,,99.92,87.29,,2.03,251000,1.74,-139267900,8271106235,27.7,8020105524,7321100770,135.67,62.8,44.04,73.66,26.82,42.18,,98.95,1,39.92,1075,170.02,36.35,2.59,0.7,0.1,3.95,,,8740000,140.36,,,
Country Name,2019 [YR2019],99.9,99.9,99.8,14.91,14.74,13.64,,,97.71,89.87,,1.62,269000,4.31,-336659800,9371275264,29.7,8591968638,7231343163,127.48,64.1,41.16,,,41.87,99.6,102.35,0.99,41.56,1859,287.94,36.59,2.75,0.7,0.2,4.14,,,8620000,136.35,,,
Country Name,2008 [YR2008],66,52.6,99,33.72,7.72,30.06,,,,,,0.48,2900,4.18,-227770000,5446433157,,5190804450,8105589019,115.54,3.55,,,,46.9,,81.1,0.86,13.25,,,28.89,3.57,,,0.05,,,2020000,32.96,,,
Country Name,2009 [YR2009],67.4,55,97.1,17.26,14.91,13.56,83.69,79.38,52.56,74.88,,0.49,4320,5.46,-318598209.1,5836137330,,5670990066,8878854438,116.76,6,,,,46.81,,82.18,0.87,16.41,,,29.48,3.52,,,0.07,,,3230000,51.92,,,
Country Name,2010 [YR2010],70.2,58.6,97.3,9.57,8.25,7.61,87.48,78.05,66.65,81.66,,0.49,5890,3.91,-278805903.1,7131771015,,6679601954,9291616984,113.95,7,63.25,93.14,93.52,46.74,,84.54,0.88,16.87,3,0.47,30.06,3.47,,,0.09,,,4000000,63.31,,,
Country Name,2011 [YR2011],70,57.8,97.5,11.29,8.19,9.73,87.29,82.75,61.57,81.29,,0.5,6550,3.44,-300743507.1,8750104617,,8157259575,9939662307,105.44,9,,,,46.69,58.29,89.36,0.89,17.67,6,0.94,30.66,3.42,,,0.1,,,5480000,85.42,,,
Country Name,2012 [YR2012],76.4,66.8,97.4,6.35,7.45,5.68,73.04,72.15,69.96,72.64,,0.5,7580,6.06,-634614172.4,10192846339,36,9584409924,10874805017,122.43,10.75,,,,46.65,,92.96,0.9,17.51,12,1.84,31.26,3.38,10.9,2.1,0.12,,,4300000,66.06,,,
Country Name,2013 [YR2013],79.3,70.6,97.9,6.07,6.38,5.36,89.13,90.42,61.4,85.41,,0.51,9030,5.69,-709968685.7,11983252627,,11338527583,11823361377,121.83,12.5,,,,46.61,,98.38,0.91,19.1,17,2.58,31.87,3.33,,,0.14,,,4610000,69.88,,,
Country Name,2014 [YR2014],82.5,75,98.1,4.47,5.63,4.24,92.43,86.41,60.18,85.03,,0.52,16100,6.53,-860588563.8,13279245886,,12693401481,12845660872,117.55,14.26,,,,46.58,,100.34,0.93,18.61,22,3.29,32.49,3.28,,,0.24,,,4620000,69.02,,,
Country Name,2015 [YR2015],89.7,85.7,97.8,2.27,4.66,1.99,,,,,,0.52,14600,7.47,-1038062947,14426380126,,13784824956,13784824956,117.89,18.2,,,,46.58,85,101.07,0.94,18.18,28,4.13,33.11,3.32,,,0.21,,,3730000,54.91,,,
Country Name,2016 [YR2016],89,84.1,98.7,2.95,4.1,2.95,,,,,,0.53,24400,5.88,-920111853.7,15912501723,,15228408813,14736038588,108.67,21.87,,,,46.62,,99.6,0.94,17.12,57,8.27,33.74,3.4,,,0.35,,,3960000,57.44,,,
Country Name,2017 [YR2017],93.6,90.5,99.5,6.12,3.68,5.65,,,,,,0.53,27200,9.92,-1683379973,17071155481,,16170183137,,,25.51,49.45,77.94,63.18,46.67,,100.82,0.94,15.44,114,16.29,34.37,3.39,,,0.39,,,3710000,53.04,,,
Country Name,2018 [YR2018],92.9,89.3,99.5,6.53,6.37,5.97,,,,,,0.54,45400,7.49,-1358019506,18141641090,38.8,17355911536,,,36.3,,,,46.71,,98.24,0.95,14.52,144,20.27,35,3.35,7.1,1.2,0.64,,,3660000,51.55,,,
Country Name,2019 [YR2019],98.4,97.6,99.9,3.7,4.1,3.33,,,,,,0.54,76300,4.03,-755524124.2,18740561513,,17656111400,,,47.03,,,,46.75,,93.52,0.95,13.77,224,31.06,35.65,3.31,,,1.05,,,4640000,64.29,,,
Country Name,2008 [YR2008],99.7,99.9,99.6,33.54,24.29,33.09,81.82,84.69,93.81,84.18,3213.12,3.47,412000,4,-1091444008,35854274229,37.2,35399410905,27676256505,112.66,63.41,42.85,85.79,36.87,49.43,,102.38,1,72.36,,,67.83,-1.15,1.3,0.5,18.92,61.69,65.36,2300000,106.89,,,
Country Name,2009 [YR2009],100,100,100,33.5,23.56,32.99,87.06,89.12,96.21,87.31,3026.61,3.77,455000,-0.57,-43651066.41,26410909091,35.9,28250467056,25700915259,101.98,66.84,41.23,84.18,35.97,50.14,,101.09,0.99,73.05,,,67.81,-1.68,1.7,0.9,21.23,66,67.79,2300000,108.34,,,
Country Name,2010 [YR2010],99.8,99.8,99.7,34.41,26.68,33.8,86.3,88.57,89.77,87.32,3229.95,3.94,435000,1.98,-372158418.3,23956163077,35,24196595119,23181081671,102.09,68.42,39.74,83.13,34.36,50.6,,102.19,0.98,69.05,477,227.41,67.84,-2.04,1.7,0.7,20.73,67.14,69.87,2310000,109.73,,,
Country Name,2011 [YR2011],99.8,99.8,99.8,32.87,25.09,32.41,87.66,88.02,82.3,87.71,3264.05,3.66,457000,5.53,-1411691737,27474380566,35.8,27444998700,23927531987,105.93,69.75,37.46,83.95,34.35,50.08,100,99.77,0.98,67.95,673,326.75,67.87,-1.78,1,0.5,22.21,69.05,70.54,2310000,111.17,,,
Country Name,2012 [YR2012],100,100,100,35.49,26.08,35.15,87.89,88.07,79.75,87.56,3587.93,3.9,476000,3.84,-919475458.8,28169902669,35.2,27972506726,25005028774,105.34,73.12,40.14,85.43,35.75,50.22,,98.53,0.98,66.64,1141,560.88,67.9,-1.2,1.1,0.5,23.4,72.06,74.32,2630000,128.11,,,
Country Name,2013 [YR2013],100,100,100,34.5,29.17,34.07,86.74,88.37,81.43,87.39,3472.54,4.2,496000,3.28,-494130035.3,30204783462,35.5,30136848288,25724575621,104.37,75.23,39.36,83.67,35.75,50.16,,99.42,0.98,69.08,1430,710.51,67.93,-1.03,1.2,0.6,24.64,74.79,75.76,2560000,125.92,,,
Country Name,2014 [YR2014],100,100,100,34.06,26.6,33.52,81.49,82.87,74.35,82.05,3507.4,3.98,505000,3.33,-349596498.1,31386896487,35.1,31426977356,26180243689,102.97,75.83,40.41,82.28,36.68,49.69,,100.36,0.99,70.9,1824,914.84,67.95,-0.9,0.8,0.4,25.32,77.04,77.29,2380000,118.55,,,
Country Name,2015 [YR2015],100,100,100,34.56,26.08,33.97,82.99,83.37,66.62,84.37,,4.3,504000,2.98,-669889911,27263090547,34.2,27135722905,27135722905,101.75,79.2,41.28,83.22,38.2,49.62,,100.01,0.99,74.3,2596,1312.75,67.98,-0.78,0.7,0.3,25.46,78.33,80.23,2590000,130.02,,,
Country Name,2016 [YR2016],100,100,100,37.14,30.85,36.77,89.01,90.81,96.21,90.69,,4.23,519000,1.19,-90059355.45,28083597512,34.3,28043520978,28384176767,99.7,79.84,39.68,84.25,38.12,50.07,,98.06,0.99,80.6,5758,2938.45,68.02,-0.85,0.6,0.3,26.49,78.95,80.86,2650000,134.29,,,
Country Name,2017 [YR2017],100,100,100,38.43,33.73,38.17,87.67,88.66,94.3,88.6,,4.26,526000,3.9,-612831022.8,30483806018,35.6,30407324343,29372153615,100.67,80.11,39.74,84.54,37.85,49.84,,99.31,1,88.06,23206,11948.01,68.08,-0.81,0.8,0.3,27.09,79.98,80.27,2460000,126.05,,,
Country Name,2018 [YR2018],100,100,100,42.5,36.99,42.18,83.14,82.26,83.88,84.54,,4.29,526000,1.23,-737226633.2,34429023435,35.1,33883344508,30473388430,100.71,83.58,37.71,84.61,37.63,49.85,,98.4,1,93.02,27952,14504.14,68.14,-0.68,0.4,0.2,27.29,83.96,83.14,2070000,106.95,,,
Country Name,2019 [YR2019],100,100,100,44.07,41.31,43.72,82.98,81.38,90.22,84.89,,4.09,509000,3.26,-1025449977,34225547537,34.5,33726980608,30869582169,100.7,86.14,36.29,86.55,39.1,49.85,,98.31,1,94.86,38004,19857.65,68.22,-0.58,0.2,0.2,26.59,85.01,87.4,2070000,108.09,,,
Country Name,2008 [YR2008],99.9,99.2,100,56.64,62.07,56.58,,,97.41,83.82,2495.08,9.65,100000,14.88,-3346465470,29118916105,,29551796105,38488045013,129.53,22.53,,,,25.11,,,,41.94,,,87.04,1.77,,,2.03,,,1430000,29.2,,,
Country Name,2009 [YR2009],99.3,96.1,99.8,55.96,55.53,55.9,,,,,2653.33,9.65,197000,13.57,-3677830199,35399582929,,35179772929,41576115403,124.01,30.14,,,,25.53,91,,,42.07,,,87.19,1.46,,,3.95,,,2390000,48.28,,,
Country Name,2010 [YR2010],99.5,96.6,99.9,40.69,32.77,40.59,,,97.74,88.09,3020.14,9.64,331000,11.13,-3793230222,38443907042,,37934237042,44579038977,125.05,43.68,,,,25.96,,,,42.31,83,16.61,87.33,1.07,,,6.57,,,2860000,57.32,,,
Country Name,2011 [YR2011],99.7,99.2,99.8,37.24,35.07,37.13,,,97.69,86.93,3040.01,9.61,402000,7.86,-2200405139,39927125962,31.8,39687755962,45312023667,129.41,52,,,,26.39,,,,45.56,160,31.71,87.48,1.15,0,0,7.89,,,3460000,68.52,,,
Country Name,2012 [YR2012],99.5,96.2,100,34.68,34.99,34.57,,100,100,99.82,2660.51,9.58,476000,7.07,-2081123475,44016799516,,43812619516,46527377420,130.93,61.25,,,,26.82,,,,44.83,272,52.53,87.64,2.78,,,9.09,,,3760000,72.52,,,
Country Name,2013 [YR2013],99.6,96.8,100,38.75,39.63,38.64,,,,,2880.51,9.54,480000,5.68,-685389871.7,46880103081,,46661653081,48305754446,132.88,70.5,,,,27.25,,,,48.07,339,59.7,87.79,9.4,,,8.36,,,3880000,68.41,,,
Country Name,2014 [YR2014],99.7,97.3,100,33.89,33.26,33.7,,,,,2583.38,9.48,1130000,5.95,-1621802593,48095213747,,47517903747,49138099831,132.3,73,,,,27.68,,,,42.53,454,72.36,87.95,10.15,,,17.84,,,4390000,69.92,,,
Country Name,2015 [YR2015],99.7,97.8,100,32.07,30.95,30.87,,,,,,9.41,,4.32,-1499077656,49929337837,,49420827837,49420827837,125.56,74,,,,28.27,,,,38.82,547,85.48,88.11,2.15,,,,,,4660000,72.79,,,
Country Name,2016 [YR2016],99.8,98.3,100,29.58,27.31,28.9,,,,,,9.33,,5.02,-1563742344,51147308774,,50329518774,49843218809,124.27,76.11,,,,29.01,,,,42.11,592,94.59,88.27,-2.04,,,,,,4280000,68.34,,,
Country Name,2017 [YR2017],99.9,98.7,100,24.71,25.83,24.54,,,,,,9.23,,4.76,-1204975686,53027680686,,52818460686,50975258286,124.6,78.18,,,,29.78,,,,43.99,813,133.08,88.43,-2.23,,,,,,4400000,72.01,,,
Country Name,2018 [YR2018],99.7,97.4,100,26.25,25.92,25.81,,,,,,9.12,,4.84,-2026788724,54901519156,,53788969156,49107907536,126.75,80.9,,,,30.57,93,,,47.28,1195,200.81,88.59,-2.44,,,,,,4420000,74.35,,,
Country Name,2019 [YR2019],100,99.6,100,22.15,23.6,21.98,,,,,,9.01,420000,3.69,-1567351398,51605959131,,50358759131,45487612269,121.59,84.3,39.2,60.79,48.54,31.39,,,,50.35,1415,244.73,88.76,-2.69,,,7.25,,,4240000,73.3,,,
Country Name,2008 [YR2008],16,8.6,39.9,23.79,28.71,18.8,100,96.2,96.18,98.27,,5.76,140,0.62,-11009973.06,1766902709,,2392556453,2571123660,155.29,3.58,31.95,,,46.23,,78.18,1.04,,,,23.8,2.67,,,0.01,,,593216,29.73,,,
Country Name,2009 [YR2009],17,8.6,43.2,30.78,10.67,24.96,,,,,,5.79,400,5.25,-91348357.11,1740894965,,2293074893,2442103252,169.37,3.72,,,,46,75.8,77.64,1.06,,,,24.29,2.77,,,0.02,,,661000,32.9,,,
Country Name,2010 [YR2010],17,4.4,55.2,21.19,34.88,14.05,,,,,,5.79,400,0.43,-9508668.86,2234754242,,2872100467,2522727482,165.85,3.86,,,,45.74,,79.77,1.05,,1,0.49,24.8,2.73,,,0.02,,,987448,48.82,,,
Country Name,2011 [YR2011],22.5,10.8,57.2,22.3,26.11,17.9,,,,,,5.78,1340,2.37,-61173319.21,2579409620,,3089102150,2476604699,154.35,7,,,,45.46,,80.04,1.04,,2,0.98,25.31,2.78,,,0.07,,,1230000,60.48,,,
Country Name,2012 [YR2012],20.6,7.2,59.1,25.91,26.99,20.51,,,,,,5.77,1640,2.29,-56652703.21,2477702216,,2892666013,2547185597,166.62,10,,,,45.17,,79.9,1.05,11.03,2,0.97,25.7,2.38,,,0.08,,,1540000,75.18,,,
Country Name,2013 [YR2013],26.9,14.8,61,23.88,34.37,19.46,,,,,,5.77,2280,2.13,-50427512.81,2367112932,,2718881337,2559212547,156.87,15,45.12,,,44.88,,81.12,1.05,10.56,4,1.93,26.1,2.46,,,0.11,,,1790000,86.32,,,
Country Name,2014 [YR2014],27.8,15.6,61.5,25.07,31.71,20.13,,,,,,5.78,1500,3.87,-94460146.98,2441063054,,2719632973,2538248036,149.99,22,,,,44.94,76.64,80.49,1.05,10.45,4,1.91,26.5,2.55,,,0.07,,,2140000,102.08,,,
Country Name,2015 [YR2015],31.8,19.7,64.6,26.41,16.98,20.44,,,,,,5.79,2060,4.8,-113220010.4,2359686725,,2639103770,2639103770,143.94,25,,,,45.05,,79.34,1.05,9.69,14,6.61,26.91,2.63,,,0.1,,,2140000,101.02,,,
Country Name,2016 [YR2016],35.1,23.3,66.4,15.36,13.62,12.9,,,,,,5.78,2230,3.75,-79234548.91,2114426454,,2400601097,2766132819,144.76,32.45,,,,45.08,,81.15,1.04,,18,8.4,27.32,2.7,,,0.1,,,2280000,106.49,,,
Country Name,2017 [YR2017],33.7,20.2,68.8,14.95,23.27,13.28,,,,,,5.79,4820,1.83,-42168784.11,2306741674,44.9,2620025915,2667892924,151.41,39,,,,45.14,,,1.05,10.15,42,19.35,27.73,2.74,32.4,11.6,0.22,,,2380000,109.68,,,
Country Name,2018 [YR2018],47,,70.7,13.1,18.34,11.28,96.52,96.4,100,96.53,,5.8,5760,1.6,-40874071.93,2556247292,,3042775636,2778930460,144.77,40.8,,,,45.22,86.24,,1.04,9.72,83,37.76,28.15,2.77,,,0.26,,,1580000,71.98,,,
Country Name,2019 [YR2019],44.6,32.6,74.4,13.31,19.86,11.65,,,,,,5.84,4620,1.49,-35732593.41,2390702296,,2823939028,2725720462,148.1,42.3,35.34,88.51,55.3,45.3,,82.85,1.04,,134,60.21,28.59,2.77,,,0.21,44.92,38.35,1680000,75.56,,,
Country Name,2008 [YR2008],1.3,,3.6,80.74,2.5,21.12,,,,88.8,,2.05,110,16.43,-394536077.4,1726000000,,1566400000,,,0.53,,,,47.72,,58.68,,,,,47.09,4.81,,,0,,,854627,22.59,,,
Country Name,2009 [YR2009],1.9,,3.5,89.79,2.98,16.9,,,,,,2.04,150,7.23,-217803415.7,1768000000,,1623399900,,,2,,,,47.68,,58.58,,,,,47.45,3.91,,,0,,,1090000,27.79,,,
Country Name,2010 [YR2010],5.3,1,9.9,82.69,0,82.18,,,,,,2.02,186,103.34,-2064680994,1998000000,,1818599900,,,2.3,31.79,78.66,50.43,47.66,,,,9.41,2,0.5,47.81,3.67,,,0,,,1570000,39.09,,,
Country Name,2011 [YR2011],4.1,1.2,7.2,78.2,0,77.61,,,,,,1.91,63,86.99,-2086006933,2398000000,,2273155200,,,2.5,,,,47.62,,63.91,0.88,,1,0.24,48.19,4.72,,,0,,,2020000,48.33,,,
Country Name,2012 [YR2012],9.3,2.8,16.1,76.3,0,75.71,,,,,,1.8,524,82.75,-2309981241,2791614000,,2529644000,,,2.6,,,,47.6,,,,11.26,2,0.46,48.58,4.34,,,0.01,,,2380000,54.94,,,
Country Name,2013 [YR2013],9.8,3.5,16.4,81.46,0,81.12,,,,,,1.7,5080,62.91,-1998675366,3177198100,,2875704600,,,3.2,,,,47.62,,,,,2,0.45,48.99,3.01,,,0.11,,,2550000,57.61,,,
Country Name,2014 [YR2014],9.4,4.1,14.8,71.32,0,71,,,,,,1.6,6000,15.56,-501870828.6,3225652000,33.2,2892652000,,,5.41,55.32,93.6,84.11,47.65,,58.09,0.88,,4,0.89,49.4,2.9,25.9,6.4,0.13,,,3230000,71.36,,,
Country Name,2015 [YR2015],15.2,5.2,25.4,50.51,0,47.7,,,,,,1.55,7000,7.21,-232679832.5,3227075700,,2947075700,2947075700,,10,,,,47.7,,,0.86,,4,0.87,49.82,2.89,,,0.15,,,3650000,79.18,,,
Country Name,2016 [YR2016],17.7,4.1,31.2,46.6,0,39.33,,,,,,1.51,8000,9.17,-311699760.3,3398419600,35.3,3117419600,,,15.7,56.94,92.69,83.92,47.74,,60.8,,,10,2.12,50.25,2.88,27.6,7.5,0.17,,,3120000,66.23,,,
Country Name,2017 [YR2017],24.2,7.4,40.5,46.06,0,41.71,,,,,,1.49,9000,7.31,-247842983,3390703400,,3087813500,,,16.3,22.82,74.85,44.16,47.78,48.3,57.24,,,9,1.88,50.7,2.78,,,0.19,,,2660000,55.46,,,
Country Name,2018 [YR2018],22.8,7.7,37.2,21.03,0,19.36,,,,,,1.47,,3.77,-129129754.8,3422754800,,2985754800,,,18.9,,,,47.84,,,,,11,2.25,51.15,2.81,,,,,,,,,,
Country Name,2019 [YR2019],23.1,8.3,37,56.58,0,38.1,,,,,,1.46,11000,2.61,-86681700.46,3319596500,,2965834700,,,23.48,,,,47.91,,,,,24,4.81,51.62,2.85,,,0.22,,,1940000,38.85,,,
Country Name,2008 [YR2008],85.1,33.6,100,30.84,5.34,15.88,,,,,3070.47,1.93,46200,4.74,1776900000,86710767415,,87416085168,,55.01,9,,,,34.79,,,,,,,77.63,2.38,,,0.74,,,7380000,118.48,,,
Country Name,2009 [YR2009],83.5,25.6,100,16.05,2.6,1.68,,,,,3030.57,1.94,63000,2.25,-206000000,60808562033,,61383735902,,81.15,10.8,,,,34.87,,,,,,,77.84,2.36,,,0.99,,,9530000,149.9,,,
Country Name,2010 [YR2010],81.9,17.5,100,17.78,2.93,4.06,,,,,3209.34,1.94,72800,2.37,938000000,75380825062,,75351617357,84209078594,65.53,14,,,,34.94,,,,,7,1.08,78.05,2.33,,,1.12,,,10900000,167.9,,,
Country Name,2011 [YR2011],80.3,9.3,100,19.9,25.37,1.16,,,,,2866.29,1.94,70000,,131000000,48169263294,,48225057019,41888809062,86.71,14,,,,34.95,,,,,7,1.13,78.28,-4.51,,,1.1,,,10000000,161.6,,,
Country Name,2012 [YR2012],78.7,0.8,100,10.83,6.64,0.65,,,,,2400.05,1.94,67300,1.54,2508800000,92540938129,,90611575226,76476145873,64.49,15.2,17.69,,,34.96,,,,,9,1.53,78.51,-4.98,,,1.09,,,9590000,163.33,,,
Country Name,2013 [YR2013],77.1,,100,13.4,7,0.69,,,,,2450.54,1.94,64700,0.93,707700000,75351107029,,74936698509,63758605153,86.56,16.5,,,,35.03,,,,,36,6.01,78.76,2.26,,,1.03,,,10200000,171.01,,,
Country Name,2014 [YR2014],75.5,,100,10.23,17.17,0.24,,,,,1889.55,1.93,62800,,-77600000,57372355592,,57954482939,49795520906,112.05,17.76,,,,35.1,,,,,36,5.9,79.01,2.18,,,0.98,,,8500000,139.35,,,
Country Name,2015 [YR2015],73.8,,100,6.29,3.52,0.46,,,,,,1.91,61000,,394900000,48717501321,,49953808617,49953808617,112.45,,,,,35.19,,,,,40,6.46,79.27,1.87,,,0.93,,,9750000,157.41,,,
Country Name,2016 [YR2016],72.2,,100,18.24,19.88,0.85,,,,,,1.9,169000,,439500000,49912073701,,50662881580,48756188792,111.95,,,,,35.34,,,,,926,147.4,79.54,1.78,,,2.55,,,7660000,121.93,,,
Country Name,2017 [YR2017],70.6,,100,14.77,19.91,0.64,,,,,,1.9,318000,,-294500000,67157452182,,68439540256,64633668065,93.15,,,,,35.45,,,,,6174,967.98,79.82,1.87,,,4.72,,,6020000,94.38,,,
Country Name,2018 [YR2018],67,,100,11.19,19.9,0.69,,,,,,1.89,,,275600000,76686029772,,77676603171,69459279629,84.55,,,,,35.55,,,,,7345,1133.87,80.1,1.9,,,,,,,,,,
Country Name,2019 [YR2019],68.5,,100,16.77,13.18,0.61,,,,,,1.87,318000,,-268500000,72081962263,,73911732485,65728675563,94.96,,,,,35.68,,,,,7119,1083.71,80.39,1.76,,,4.57,,,11400000,173.54,,,
