Country Name,Attribute,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Communications, computer, etc. (% of service imports, BoP)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Fixed broadband subscriptions,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net (BoP, current US$)",GDP (current US$),Gini index,GNI (current US$),GNI (constant 2015 US$),Gross national expenditure (% of GDP),Individuals using the Internet (% of population),"Labor force participation rate for ages 15-24, total (%) (national estimate)",Labor force with advanced education (% of total working-age population with advanced education),Labor force with basic education (% of total working-age population with basic education),"Labor force, female (% of total labor force)","Literacy rate, adult total (% of people ages 15 and above)","Primary completion rate, total (% of relevant age group)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, tertiary (% gross)",Secure Internet servers,Secure Internet servers (per 1 million people),Urban population (% of total population),Urban population growth (annual %),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Fixed broadband subscriptions (per 100 people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Column1,Data from database: World Development Indicators,Last Updated: 11/13/2024
Country Name,2015 [YR2015],99.7,97.6,99.9,35.73,43.57,34.61,88.73,86.42,95.5,89.23,,3.61,6860000,1.98,-10883760784,5.95E+11,,5.84E+11,5.84E+11,101.07,68.04,,,,41.03,,106.05,1.03,83.76,5317,123.27,91.5,1.22,,,15.77,,,61800000,142.96,,,
Country Name,2016 [YR2016],99.9,99.3,100,31.97,46.25,31.18,88.68,86.33,95.7,89.19,,3.68,7250000,0.58,-1473633407,5.58E+11,42.3,5.45E+11,5.69E+11,101.04,70.97,,,,41.23,,106.54,1.02,86.62,32040,735.02,91.63,1.19,0.7,0.3,16.52,70.12,71.91,63700000,145.92,,,
Country Name,2017 [YR2017],100,100,100,31.71,51.04,31.06,88.36,86.17,95.45,89.09,,3.81,7840000,1.79,-10361231244,6.44E+11,41.4,6.27E+11,5.83E+11,102.65,74.29,38.96,79.03,48.5,41.44,,101.58,1.02,89.23,71731,1628.59,91.75,1.17,0.6,0.2,17.71,73.49,75.17,61900000,140.5,,,
Country Name,2018 [YR2018],100,99.9,100,32.48,48.84,31.85,96.73,97.26,99.05,97.44,,3.91,8470000,2.23,-9990788246,5.25E+11,41.7,5.06E+11,5.61E+11,101.89,77.7,39.41,79.58,48.46,42.15,,100.28,1.02,90.97,83320,1872.59,91.87,1.15,1,0.4,18.98,,,58600000,131.94,,,
Country Name,2019 [YR2019],100,100,100,37.24,49.32,36.6,97.74,98.18,99.31,98.22,,3.79,8790000,1.49,-5126459686,4.48E+11,43.3,4.30E+11,5.49E+11,96.78,79.95,39,80.41,48.75,42.38,,100.38,1.02,95.08,135647,3018.49,91.99,1.13,1.1,0.4,19.55,,,56400000,125.94,,,
Country Name,2008 [YR2008],99.2,98.9,99.4,14.7,18.77,12.8,,,,,1626.99,0.62,13800,8.09,-913226598.5,11662040714,29.2,12353321002,10313163849,132.63,6.21,33.26,70.5,38.43,49.75,,98.66,1,46,,,63.64,-0.86,0.9,0.2,0.47,,,1440000,48.33,,,
Country Name,2009 [YR2009],99.3,99,99.4,16.57,16.24,14.82,,,,,1618.6,0.63,39900,8.79,-707800329.9,8647937081,28,9006718596,8681469013,137.98,15.3,,65.66,37.74,49.87,,,0.99,47.38,,,63.54,-0.8,1.2,0.2,1.35,,,2190000,73.93,,,
Country Name,2010 [YR2010],99.8,100,99.7,14.39,18.07,12.87,,,,,1685.85,0.62,93600,5.72,-501862329,9260285756,30,9718566996,8939510151,137.12,25,,68.55,39.61,50.01,,91.54,1,47.75,30,10.18,63.44,-0.77,1,0.2,3.19,,,3870000,131.19,,,
Country Name,2011 [YR2011],99.5,99.3,99.6,11.82,27.99,10.18,,,,,1774.68,0.62,161000,6.44,-434138222.4,10142111825,29.4,10502185417,9237399516,131.84,32,38.96,69.8,40.4,50.17,100,93.47,1.01,47.82,54,18.44,63.34,-0.75,1.2,0.2,5.49,,,3210000,109.64,,,
Country Name,2012 [YR2012],99.5,99.2,99.7,10.81,26.36,9.31,100,88.87,99.52,63.95,1872.41,0.63,212000,4.68,-473210732.1,10619320683,29.6,11042356845,9958810855,121.47,37.5,38.1,69.97,39.29,50.32,,93.56,,41.48,87,29.85,63.24,-0.66,0.8,0.2,7.26,,,3320000,114.01,,,
Country Name,2013 [YR2013],99.4,99.4,99.4,10.18,27.66,8.73,,,99.45,77.35,1928.73,0.62,243000,3.11,-315829524.3,11121464437,30.6,11804011412,10486189417,120.88,41.9,39.39,70.18,38.07,50.44,,,1.03,41.62,158,54.46,63.16,-0.57,1.7,0.3,8.32,40.35,43.81,3350000,115.33,,,
Country Name,2014 [YR2014],99.7,99.8,99.7,10.31,26.16,8.85,,,98.79,73.97,1976.86,0.62,273000,3.5,-377774324,11609513247,31.5,12131729270,10694904824,118.92,54.62,37.57,74.52,33.76,50.56,,94.6,1.04,44.41,182,62.98,63.11,-0.48,1.4,0.2,9.34,52.98,56.6,3460000,119.7,,,
Country Name,2015 [YR2015],100,100,100,12.03,24.28,10.47,100,,100,100,,0.63,286000,1.74,-155376062,10553337518,32.4,10981745036,10981745036,111.76,59.1,39.47,76.86,42.33,50.68,,94.23,1.04,45.47,224,77.82,63.09,-0.44,1.1,0.2,9.8,57.75,60.75,3460000,120.35,,,
Country Name,2016 [YR2016],99.8,99.8,99.8,11.94,24.81,10.17,100,95.82,99.64,90.7,,0.63,299000,3.17,-263304563.1,10546136236,32.5,10791195837,10830558437,107.77,64.35,34.65,74.62,38.77,50.77,100,105.01,,51.75,557,194.36,63.08,-0.45,1.1,0.2,10.25,63.37,65.55,3430000,119.85,,,
Country Name,2017 [YR2017],99.7,99.5,99.8,10.5,25.76,9.1,,84.37,98.93,87.59,,0.62,315000,2.19,-223691166.8,11527458709,33.6,11933013893,11774009720,110.77,64.74,35.12,73.61,34.55,50.94,100,102.76,,53.59,799,280.16,63.1,-0.45,0.8,0.1,10.82,63.44,66.31,3490000,122.32,,,
Country Name,2018 [YR2018],99.9,99.9,99.9,12.52,24.56,10.91,,,,,,0.62,347000,2.14,-259842543,12457940695,34.4,12658281184,12171108058,113.69,68.25,39.94,74.29,39.43,51.09,,100.24,1.02,56.17,989,348.66,63.15,-0.47,1.3,0.2,11.94,66.9,69.89,3580000,126.18,,,
Country Name,2019 [YR2019],100,100,100,11.55,22.38,10.06,,,,,,0.94,386000,0.74,-233282275.3,13619290539,30,13798994782,13058359835,113.41,66.54,38.02,71.01,41.86,51.95,,97.23,1.03,53.31,1416,502.02,63.22,-0.45,1,0.1,13.28,67.23,65.79,3620000,128.3,,,
Country Name,2008 [YR2008],100,100,100,42.19,10.67,39.51,100,100,100,100,,,18400,0.66,-16089385.47,2843024581,,2726393631,,108.05,52,,,,,,97.99,1.01,35.15,,,43.78,0.41,,,18.81,,,120806,123.28,,,
Country Name,2009 [YR2009],100,100,100,43.94,14.59,40.3,100,100,100,92.77,,,18800,-0.42,12122905.03,2553793296,,2465043408,,111.72,58,,,,,,102.1,1,33.99,,,43.42,0.4,,,18.99,,,128000,129.02,,,
Country Name,2010 [YR2010],93.4,100,100,46.02,14.75,42.79,,,,,,,19200,7.61,-184022346.4,2453597207,,2313385196,,115.03,62,,,,,97,95.55,1.01,35.23,9,89.69,43.06,0.29,,,19.2,,,131800,131.35,,,
Country Name,2011 [YR2011],100,100,100,43.45,13.86,40.93,100,100,100,100,,,,18.51,-485027933,2637859218,,2391841397,,114.94,69,,,,,,,1.01,37.13,13,128.35,42.94,0.66,,,,,,,,,,
Country Name,2012 [YR2012],100,100,100,48.01,15.06,45.39,100,100,100,100,,,,-12.03,317486033.5,2615208380,,2499117877,,110.44,74,,,,,,,1.02,38.01,26,254.62,42.96,0.85,,,,,,135000,132.21,,,
Country Name,2013 [YR2013],100,100,100,46.81,7.98,43.66,100,100,100,100,,,19200,9.97,-222873555.1,2727849721,,2563517263,,108.79,78.9,,,,,,97.91,,16.98,44,427.68,42.99,0.83,,,18.72,,,138800,134.91,,,
Country Name,2014 [YR2014],100,100,100,46.81,7.81,44.39,100,100,100,100,,,19200,7.47,-243442685.6,2790849721,,2688102402,,106.33,83.78,,,,,,106.12,,17.72,59,569.53,43.04,0.81,,,18.57,,,139700,134.85,,,
Country Name,2015 [YR2015],100,100,100,43.81,7.52,41.14,100,100,100,100,,,19000,-0.91,37200481.56,2962907263,,2838143911,2838143911,100.13,88.66,,,,,,,,16.78,79,757.74,43.11,0.79,,,18.24,,,141000,135.24,,,
Country Name,2016 [YR2016],100,100,100,47.43,7,44.63,100,100,100,100,,,,0.92,-27969592.94,2983635196,,2848406201,,98.6,93.54,,,,,,,,17.56,123,1172.84,43.19,0.78,,,,,,,,,,
Country Name,2017 [YR2017],100,100,100,46.74,6.79,44.46,,,,,,,,5.25,-79282916.73,3092429050,,2921801006,,98.71,97.17,,,,,,,,,103,976.87,43.29,0.77,,,,,,,,,,
Country Name,2018 [YR2018],100,100,100,47.2,6.37,44.83,,,,,,,,4.4,-113691918.7,3276184358,,3061447263,,100.71,,,,,,,98.1,,,122,1151.36,43.41,0.77,,,,,,,,,,
Country Name,2019 [YR2019],100,100,100,45.2,6.41,42.94,,,,,,,19000,-2.22,134984404,3395798883,,3242394302,,98.87,,,,,,,108.23,,,149,1399.82,43.55,0.76,,,17.74,,,141000,132.47,,,
Country Name,2008 [YR2008],100,100,100,26.53,21.76,25.59,,,,,10749.11,5.43,5320000,4.28,-13282411774,1.06E+12,35.4,1.01E+12,1.09E+12,102.55,71.67,70.75,80.42,49.49,45.26,,,,,,,84.94,2.15,0.4,0.3,24.87,70.94,72.43,22100000,104.1,,,
Country Name,2009 [YR2009],100,100,100,29.05,21.17,28.07,,,,,10791.62,5.01,5220000,3.12,-17469054204,9.29E+11,,8.96E+11,1.14E+12,99.72,74.25,69.1,86.72,66.36,45.42,,,,,,,85.06,2.2,,,23.97,73.4,75.12,22200000,102.49,,,
Country Name,2010 [YR2010],100,100,100,26.99,21.3,25.98,,,,,10726.93,5.06,5510000,3.09,-17487902843,1.15E+12,34.7,1.10E+12,1.15E+12,100.92,76,68.43,86.33,64.76,45.33,,,,,30906,1402.79,85.18,1.7,0.3,0.3,24.89,,,22500000,102.18,,,
Country Name,2011 [YR2011],100,100,100,27.55,21.38,26.54,,,,,10627.29,5.49,5550000,4.69,-57328676980,1.40E+12,,1.34E+12,1.22E+12,98.97,79.49,68.14,86.64,64.78,45.51,,,,,48509,2171.39,85.3,1.53,,,24.7,78.4,80.6,23800000,106.4,,,
Country Name,2012 [YR2012],100,100,100,27.11,22.23,26.1,,,,,10407.74,5.04,5740000,3.72,-51807636530,1.55E+12,,1.50E+12,1.28E+12,100.17,79,67.52,86.86,65.44,45.64,,,,,72472,3187.9,85.4,1.87,,,25.1,,,24300000,107.08,,,
Country Name,2013 [YR2013],100,100,100,27.91,22.2,26.89,,,,,10220.89,4.96,5980000,3.45,-55242404632,1.58E+12,,1.54E+12,1.30E+12,101.3,83.45,66.82,82.58,52.14,45.75,,,,,81067,3505.13,85.5,1.84,,,25.74,82.79,84.14,24900000,107.91,,,
Country Name,2014 [YR2014],100,100,100,28.41,21.7,27.34,,,,,10071.4,5.01,6540000,4.3,-40637704364,1.47E+12,34.4,1.43E+12,1.32E+12,100.28,84,66.56,81.28,51.49,45.93,,,,,92461,3938.59,85.6,1.61,0.5,0.3,27.7,,,25100000,106.78,,,
Country Name,2015 [YR2015],100,100,100,28.5,20.84,27.49,,,,,,4.94,6830000,3.47,-38634724990,1.35E+12,,1.32E+12,1.32E+12,101.48,84.56,67.26,82.09,49.54,46.12,,,0.93,119.68,108937,4574.11,85.7,1.55,,,28.51,84.88,84.16,25800000,108.19,,,
Country Name,2016 [YR2016],100,100,100,27.1,20.46,25.96,,,,,,5.09,7370000,3.56,-46078869964,1.21E+12,33.7,1.18E+12,1.33E+12,102.27,86.54,66.79,81.42,49.27,46.44,,,0.93,119.68,237318,9810.22,85.8,1.68,0.5,0.3,30.31,,,26600000,109.73,,,
Country Name,2017 [YR2017],100,100,100,27.41,20.35,26.24,,,,,,5.26,7920000,3.63,-38193755825,1.33E+12,,1.29E+12,1.39E+12,99.48,86.55,66.89,81.8,49.4,46.64,,,0.94,109.99,530042,21552.92,85.9,1.77,,,32.03,86.12,87.02,26700000,108.42,,,
Country Name,2018 [YR2018],100,100,100,27.62,20.35,26.37,,,,,,5.45,8430000,4.24,-59654884661,1.43E+12,34.3,1.38E+12,1.43E+12,99.64,90,67.85,78.82,42.68,46.83,,,0.97,103.32,822020,32929.2,86.01,1.62,0.5,0.4,33.55,,,27600000,110.65,,,
Country Name,2019 [YR2019],100,100,100,29.06,21.53,27.72,,,,,,5.74,8800000,2.78,-29844985008,1.39E+12,,1.35E+12,1.48E+12,97.53,93.61,68.12,79.22,42.37,46.95,,,0.96,109.76,931399,36763.58,86.12,1.61,,,34.54,,,28000000,110.3,,,
Country Name,2008 [YR2008],100,100,100,37.72,31.93,37.54,97.7,98.12,93.68,96.23,8233.01,4.68,1730000,1.46,21601880265,4.32E+11,30.4,4.36E+11,3.75E+11,95.56,72.87,58.61,75.45,37.77,46.13,,,0.97,66.2,,,57.97,-0.17,0.5,0.2,20.77,66.87,78.98,10800000,129.98,,,
Country Name,2009 [YR2009],100,100,100,37.75,33.29,37.55,97.23,98.14,93.3,95.83,7944.8,4.73,1880000,3.56,1258109966,4.02E+11,31.5,4.02E+11,3.60E+11,96.94,73.45,58.48,75.84,37.65,46.48,,,0.97,67.99,,,57.68,-0.23,0.7,0.4,22.51,68.26,78.75,11400000,137.05,,,
Country Name,2010 [YR2010],100,100,100,35.4,31.34,35.2,97.72,98.14,90.64,95.08,8382.71,4.77,2050000,-5.61,7679700298,3.92E+11,30.3,3.96E+11,3.67E+11,96.6,75.17,57.22,75.47,36.93,46.59,,,0.97,75.04,5772,690.15,57.4,-0.25,0.5,0.3,24.51,70.74,79.69,12200000,146.37,,,
Country Name,2011 [YR2011],100,100,100,36.34,33.25,36.16,98.02,98.08,92.65,95.93,8425.17,4.68,2100000,5.32,15161341821,4.32E+11,30.8,4.33E+11,3.72E+11,97.42,78.74,58.01,76.07,37.43,46.79,,100.62,0.97,77.26,8966,1068.44,57.12,-0.16,0.4,0.3,24.99,73.77,83.81,13000000,155.19,,,
Country Name,2012 [YR2012],100,100,100,38.78,35.17,38.61,97.77,98,93.53,96.02,8548.88,4.62,2130000,1.27,13225677746,4.09E+11,30.5,4.10E+11,3.72E+11,97.3,80.03,58.15,76.65,36.82,46.95,,96.5,0.97,79.55,13601,1613.41,57.15,0.51,0.6,0.4,25.26,76.04,84.11,13600000,161.19,,,
Country Name,2013 [YR2013],100,100,100,43.29,37.12,43.15,96.56,98.03,92.37,95.45,8509.61,4.48,2230000,0.1,10579892540,4.30E+11,30.8,4.31E+11,3.72E+11,97.3,80.62,57.74,77.01,36.34,47,,98.86,0.97,80.96,15751,1857.47,57.34,0.92,0.3,0.2,26.32,76.96,84.35,13300000,156.52,,,
Country Name,2014 [YR2014],100,100,100,43.85,39.03,43.73,95.37,97.5,92.92,95.02,8355.84,4.7,2360000,0.39,-2587541536,4.43E+11,30.5,4.43E+11,3.76E+11,96.73,81,57.08,76.68,36.86,47.12,,97.34,0.97,81.02,20044,2345.33,57.53,1.11,0.2,0.1,27.6,77.19,84.88,13000000,151.56,,,
Country Name,2015 [YR2015],100,100,100,44.41,39.27,44.29,94.21,97.5,91.83,94.51,,4.51,2460000,-2.09,5836278366,3.82E+11,30.5,3.78E+11,3.78E+11,96.25,83.94,56.5,76.79,36.4,47,,99.4,0.97,82.26,26636,3081.91,57.72,1.45,0.7,0.5,28.41,79.69,88.27,13500000,155.87,,,
Country Name,2016 [YR2016],100,100,100,44.79,39.81,44.67,93.05,97.38,90.42,93.75,,4.55,2520000,-7.31,2023538040,3.96E+11,30.8,3.96E+11,3.91E+11,96.17,84.32,56.66,76.75,37.57,46.96,,97.15,0.97,82.85,38878,4449.98,57.91,1.41,0.7,0.5,28.88,80.73,87.96,11100000,126.82,,,
Country Name,2017 [YR2017],100,100,100,45.33,40.75,45.22,91.68,96.6,91.4,93.31,,4.56,2510000,3.24,-3410590995,4.17E+11,29.7,4.13E+11,3.94E+11,96.84,87.94,54.94,77.23,37,46.95,,98.65,0.97,83.84,65381,7431.71,58.09,1.02,0.3,0.2,28.54,85.16,90.73,10900000,123.43,,,
Country Name,2018 [YR2018],100,100,100,47.93,41.6,47.83,91.12,96.74,90.2,92.89,,4.56,2520000,-6.29,1691653145,4.55E+11,30.8,4.51E+11,4.03E+11,97,87.48,55.81,76.64,36.99,46.81,,97.75,0.97,85.87,147681,16705.01,58.3,0.84,0.6,0.4,28.52,85.44,89.55,11000000,124.25,,,
Country Name,2019 [YR2019],100,100,100,49.34,41.93,49.24,90.75,96.9,91.61,93.14,,4.79,2520000,-2.79,5227955310,4.45E+11,30.2,4.43E+11,4.10E+11,96.37,87.75,55.48,76.61,36.93,46.88,,99.46,0.98,86.32,233527,26298.32,58.52,0.82,0.6,0.4,28.36,85.27,90.28,10700000,120.79,,,
Country Name,2008 [YR2008],99.7,99.5,99.8,72.15,37.16,71.69,,,97.84,96.99,2040.76,11.57,60000,8.16,540824000,48851293785,,43831089798,,60.62,17.08,36.05,,,48.27,,90.74,,19.05,,,52.99,2.48,,,0.67,12.63,21.64,6550000,72.76,,,
Country Name,2009 [YR2009],99.9,99.9,99.9,64.65,48.22,64.05,,,98.48,97.72,1620.39,12.2,100000,6.55,-147181000,44292427185,,41022888018,,72.83,27.4,35.39,,,49.56,100,91.77,,19.06,,,53.19,2.45,,,1.11,22.96,32.01,7760000,85.06,,,
Country Name,2010 [YR2010],99.9,99.9,100,56.66,45.2,55.71,,,98.54,97.46,1603.43,12.09,475000,6.34,-331155000,52909294792,,49741091453,,68.3,46,33.36,,,51.17,100,89.51,,19.26,23,2.54,53.41,1.6,,,5.2,36.55,55.63,9100000,98.52,,,
Country Name,2011 [YR2011],99.9,99.9,99.9,51.94,29.51,51.11,,,99.41,97.25,1705.42,10.75,974000,6.8,-932582000,65952796428,,61441003133,,67.65,50,,,,49.61,100,92.81,,19.65,45,4.91,53.64,1.73,,,10.52,,,10100000,108.13,,,
Country Name,2012 [YR2012],100,100,100,51.26,31.91,50.6,,,99.76,98.3,2052.65,9.56,1370000,7.6,-812407000,69679944504,,65735414850,,72.31,54.2,,,,50.05,100,91.99,,20.44,100,10.76,53.88,1.79,,,14.61,,,10100000,106.74,,,
Country Name,2013 [YR2013],100,100,100,51.58,22.07,50.72,,,,95.64,2092.54,10.08,1710000,3.53,-1141550000,74160560124,,70472288892,,77.84,73,,,,49.92,100,88.09,,21.44,158,16.78,54.15,1.78,,,18.01,,,10100000,105.36,,,
Country Name,2014 [YR2014],100,100,100,60.01,16.36,59.23,,,99.79,96.11,2202.39,10.02,1900000,5.89,-2443393000,75239785452,,73082959455,,83.83,75,,,,49.95,100,98.13,,23.16,219,22.97,54.42,1.76,,,19.71,71.69,78.34,10600000,108.32,,,
Country Name,2015 [YR2015],100,100,100,56.51,13,55.91,,99.49,99.86,97.82,,12.3,1900000,7.63,-838252000,53076235355,,51379123217,51379123217,97.01,77,,,,50.04,100,103.28,,25.48,321,33.27,54.71,1.73,,,19.48,73.2,80.83,10700000,108.45,,,
Country Name,2016 [YR2016],100,100,100,52.89,11.81,52.33,,98.34,98.46,98.05,,13.14,1800000,11.88,-1926065000,37866996883,,35591412539,,97.22,78.2,,,,49.95,100,111.3,,27.24,994,101.87,55.02,1.68,,,18.28,74.71,81.71,10200000,102.13,,,
Country Name,2017 [YR2017],100,100,100,52.04,13.9,51.66,,,99.08,98.71,,13.43,1810000,7.02,-303106351.9,40866627352,,39321618332,,93.31,79,,,,49.83,100,107.17,,28.47,2557,259.49,55.34,1.56,,,18.11,74.98,83.12,10100000,100.55,,,
Country Name,2018 [YR2018],100,100,100,41.35,16.82,40.71,,,96.39,98.66,,13.75,1890000,2.98,357879000,47112470052,,44853080881,,84.74,79.8,,,,49.88,,100.22,1,28.97,3274,329.38,55.68,1.47,,,18.83,75.82,83.86,10300000,101.84,,,
Country Name,2019 [YR2019],100,100,100,48.64,21.43,48.05,82.66,88.19,80.04,85.91,,13.77,1940000,3.12,927801000,48174235294,,46318529412,,88.94,81.1,,,,49.83,100,100.38,1.01,32.92,3697,368.8,56.03,1.48,,,19.22,78.03,84.23,10800000,105.06,,,
Country Name,2008 [YR2008],100,100,100,44.99,11.91,40.91,,,,,,0.99,25500,8.17,-860156197,10526000000,,10448200000,11487308801,101.9,31.54,,,,47.56,,88.03,,,,,82.34,1.47,,,7.12,,,358050,98.69,,,
Country Name,2009 [YR2009],100,100,100,43.16,9.43,36.44,,,,,,0.99,31600,6.65,-663960000,9981960000,,9829760000,10921045288,101.32,33.88,,,,47.28,,87.06,,,,,82.39,1.49,,,8.71,,,358812,97.49,,,
Country Name,2010 [YR2010],100,100,100,37.78,7.78,33.23,,,,,,0.98,24700,8.64,-871970000,10095760000,,9860860000,11004163078,102.19,43,,,,47.35,,79.48,,,130,348.27,82.43,1.46,,,6.72,67.04,62.28,428377,114.76,,,
Country Name,2011 [YR2011],100,100,100,41.24,7.06,39.63,,,,,,0.98,15500,6.62,-666621000,10070450000,,9834450000,11076647606,106.91,65,,,,47.41,,86.56,,,149,394.23,82.48,1.3,,,4.17,,,298790,79.06,,,
Country Name,2012 [YR2012],100,100,100,43.57,8.04,42.99,,,,,,0.97,77900,4.91,-526171000,10720500000,,10441220000,11388698615,108,71.75,,,,47.6,,86.39,,,193,505.15,82.53,1.15,,,20.76,,,300000,78.52,,,
Country Name,2013 [YR2013],100,100,100,51.32,8.31,50.93,,,,,,0.97,72500,3.68,-382252000,10395800000,,10098220000,11036051809,106.22,72,,,,47.47,,76.95,,,228,591.21,82.6,1.01,,,19.13,,,287000,74.42,,,
Country Name,2014 [YR2014],100,100,100,55.69,8.99,55.37,,,,,,0.97,77200,2.29,-251277428.8,10974100000,,10537850000,11109595466,108.64,76.92,,,,47.53,,77.67,,,274,704.13,82.67,0.99,,,20.19,,,314842,80.91,,,
Country Name,2015 [YR2015],100,100,100,41.58,7.17,40.86,,,,,,0.97,81000,0.65,-76075924.75,11671900000,,11177080000,11177080000,101.06,78,,,,47.53,,,,,375,954.93,82.75,1.01,,,21.02,,,311175,79.24,,,
Country Name,2016 [YR2016],100,100,100,53.37,6.17,46.18,,,,,,0.96,85100,3.32,-390400036.4,11745100000,,11189150000,11003342002,102.07,80,,,,47.61,,,,,398,1005.11,82.83,0.94,,,21.94,,,360200,90.97,,,
Country Name,2017 [YR2017],100,100,100,47.71,4.8,43.46,,,,,,0.95,86900,2.49,-304587573.1,12236700000,,11691200000,11342457084,107.17,80.6,,,,47.77,,,,,576,1443.54,82.93,0.88,,,22.25,,,353540,88.6,,,
Country Name,2018 [YR2018],100,100,100,45.89,6.58,41.49,,,,,,0.95,81200,3.9,-491404689.2,12615800000,,11780700000,11384014926,104.49,83,,,,47.92,,,,,909,2261.72,83.03,0.84,,,20.68,,,388707,96.72,,,
Country Name,2019 [YR2019],100,100,100,49.36,4.69,43.62,,,,,,0.94,82300,3.7,-369231398.6,13016200000,,12394020000,11444814996,100.11,90.69,59.46,88.1,47.92,47.96,,,,,618,1527.6,83.13,0.79,,,20.85,,,425507,105.18,,,
Country Name,2008 [YR2008],100,100,100,9.49,27.4,9.49,,,,,18562.73,1.81,93600,6.98,-173519631.1,25710904255,,24787226862,23271540265,80.73,51.95,,,,21.08,,,,,,,88.53,6.54,,,8.35,,,1440000,129.76,,,
Country Name,2009 [YR2009],100,100,100,11.53,28.88,11.53,,,,,17542.88,1.77,140000,1.12,-2048638923,22938218085,,20538353191,22373013443,81.03,53,,,,21.11,,,,,,,88.58,6.09,,,11.79,,,1400000,118.87,,,
Country Name,2010 [YR2010],100,100,100,11.03,27.51,11.03,,,,,18442.79,1.6,155000,0.61,178271544,25713271277,,23340257979,23447100960,81.4,55,41.02,,,21.3,,,,,93,76.63,88.63,2.92,,,12.77,,,1570000,129.12,,,
Country Name,2011 [YR2011],100,100,100,18.62,35.73,18.62,,,,,18889.06,1.6,292000,2.71,112765957.4,28776595745,,25012234043,22605433478,75.32,77,39.34,,,20.92,92.3,93.51,1,46.54,140,115.5,88.7,-0.06,,,24.16,90.01,70,1690000,139.73,,,
Country Name,2012 [YR2012],100,100,100,16.54,25.24,16.54,,,,96.15,18942.17,1.62,295000,5.02,-1028723404,30749308511,,29741912500,26410644300,81.59,88,,,,20.75,,98.19,1.01,47.36,271,221.24,88.76,1.13,,,24.29,90,86.92,2120000,173.39,,,
Country Name,2013 [YR2013],100,100,100,14.5,25.7,14.5,,,,,19483.65,1.64,300000,11.46,-3196063830,32539468085,,31343603989,27680379875,82.26,90,,,,20.91,,104.1,1.01,42.93,326,258.39,88.84,3.04,,,23.87,,82.16,2210000,175.18,,,
Country Name,2014 [YR2014],100,100,100,15.41,25.26,15.41,,,,,19969.74,1.66,288000,4.55,-1913031915,33387712766,,31755112766,28548774894,83.47,90.5,,,,21.47,,103.79,1.01,44.15,386,294.4,88.92,3.94,,,21.9,95,88,2330000,177.63,,,
Country Name,2015 [YR2015],100,100,100,12.01,21.05,12.01,,,,,,1.68,253000,0.21,3126063830,31125851064,,29314738298,29314738298,88.5,93.48,43.14,,,21.55,,99.37,1,43.64,450,330.36,89,3.91,,,18.47,95.15,92.55,2520000,184.93,,,
Country Name,2016 [YR2016],100,100,100,10.61,18.14,10.21,,,,,,1.68,232000,0.75,-1123404255,32250132979,,30439494681,30367743550,91.18,98,,,,21.2,,100.39,1.01,43.67,494,350.44,89.09,3.53,,,16.26,99,97.47,2990000,212.45,,,
Country Name,2017 [YR2017],100,100,100,10.53,19.26,10.53,,,,,,1.67,194000,4.03,-1197074468,35423643617,,33484122340,31459799082,91.66,95.88,,,,20.91,,99.91,1.01,45.19,537,368.61,89.19,3.4,,,13.1,94.45,96.6,2360000,162.3,,,
Country Name,2018 [YR2018],100,100,100,2.66,14.32,2.66,,,,,,1.66,126000,4.38,-1543085106,37802005319,,35726063830,32205193548,92.3,98.64,,,,21,,98.91,1.02,48.54,582,391.3,89.29,2.19,,,8.43,98.51,98.72,2090000,140.7,,,
Country Name,2019 [YR2019],100,100,100,7.13,17.78,7.13,,,,,,1.65,141000,2.44,-1138829787,38653318085,,36392679787,32796313439,88.73,99.7,,,,21.23,,99.66,1.04,53.69,638,426.99,89.39,0.58,,,9.49,99.32,99.91,1920000,128.41,,,
Country Name,2008 [YR2008],54.3,41.7,85.2,13.2,78.75,9.12,77.44,90.14,86.96,79.92,205.93,0.25,50000,1.45,-1137762261,91636997445,,98690272515,,107.01,2.5,,,,26,,57.35,1.09,8.84,,,28.97,3.44,,,0.03,,,44600000,30.7,,,
Country Name,2009 [YR2009],57.1,44.7,86.4,12.96,72.22,7.18,78.45,90.14,88.01,80.98,224.84,0.23,317000,0.88,-720457353.6,1.02E+11,,1.11E+11,,105.87,3.1,,,,26.56,,63.28,1.06,10.82,,,29.71,3.41,,,0.21,,,51400000,35.01,,,
